,caseID,taskID,originator,eventtype,date,time
686,539,Survey,John,complete,2021-11-22,11:15
688,210,Survey,Barbara,complete,2021-11-24,15:03
689,824,ReadyInformClient,System,complete,2021-11-25,0:23
690,960,FirstContact,Dian,complete,2021-11-26,2:27
694,632,MakeTicket,Monica,complete,2021-11-30,5:45
695,417,InternRepair,Anne,complete,2021-12-01,18:10
696,749,FirstContact,Monica,complete,2021-12-02,4:51
697,859,TicketReady,System,complete,2021-12-03,11:19
699,368,InformClientSurvey,System,complete,2021-12-05,13:52
700,709,ImmediateRepair,Jacky,complete,2021-12-06,17:09
702,891,RepairReady,System,complete,2021-12-08,8:06
704,366,InternRepair,Edd,complete,2021-12-10,23:07
705,557,MakeTicket,Monica,complete,2021-12-11,22:34
706,282,MakeTicket,Monica,complete,2021-12-12,16:06
707,432,TicketReady,System,complete,2021-12-13,19:22
708,367,TicketReady,System,complete,2021-12-14,22:17
709,816,ArrangeSurvey,Dian,complete,2021-12-15,5:51
710,511,InformClientSurvey,System,complete,2021-12-16,23:35
712,162,FirstContact,Dian,complete,2021-12-18,4:37
713,19,Survey,Anne,complete,2021-12-19,21:24
714,509,ReadyInformClient,System,complete,2021-12-20,10:53
715,471,InformClientWrongPlace,Dian,complete,2021-12-21,15:56
716,819,ImmediateRepair,Anne,complete,2021-12-22,5:26
717,772,ReadyInformClient,System,complete,2021-12-23,0:33
718,357,TicketReady,System,complete,2021-12-24,22:26
722,388,ImmediateRepair,Lex,complete,2021-12-28,3:50
723,371,RepairReady,System,complete,2021-12-29,18:11
725,126,Survey,John,complete,2021-12-31,22:56
726,547,InternRepair,Cindy,complete,2022-01-01,15:44
727,387,SendTicketToFinAdmin,System,complete,2022-01-02,18:51
728,660,Survey,Barbara,complete,2022-01-03,7:57
730,805,SendTicketToFinAdmin,System,complete,2022-01-05,16:58
732,821,InformClientSurvey,System,complete,2022-01-07,1:06
733,888,Survey,Edd,complete,2022-01-08,3:35
736,881,ArrangeSurvey,Monica,complete,2022-01-11,21:30
738,51,InformClientSurvey,System,complete,2022-01-13,22:57
739,60,SendTicketToFinAdmin,System,complete,2022-01-14,23:15
740,722,Survey,John,complete,2022-01-15,7:29
741,259,RepairReady,System,complete,2022-01-16,13:23
743,288,FirstContact,Dian,complete,2022-01-18,8:41
744,967,InformClientSurvey,System,complete,2022-01-19,3:42
746,647,ImmediateRepair,Barbara,complete,2022-01-21,8:07
747,755,InformClientSurvey,System,complete,2022-01-22,12:35
748,1000,SendTicketToFinAdmin,System,complete,2022-01-23,1:11
749,157,RepairReady,System,complete,2022-01-24,19:06
751,313,ReadyInformClient,System,complete,2022-01-26,0:25
756,765,MakeTicket,Monica,complete,2022-01-31,14:12
758,790,InternRepair,Barbara,complete,2022-02-02,23:42
759,772,MakeTicket,Monica,complete,2022-02-03,6:47
760,200,Survey,Jacky,complete,2022-02-04,11:05
762,597,MakeTicket,Dian,complete,2022-02-06,0:55
763,163,RepairReady,System,complete,2022-02-07,15:32
765,609,TicketReady,System,complete,2022-02-09,22:36
767,241,RepairReady,System,complete,2022-02-11,8:59
769,329,MakeTicket,Monica,complete,2022-02-13,10:22
770,365,Survey,John,complete,2022-02-14,15:43
772,46,InformClientSurvey,System,complete,2022-02-16,15:02
773,71,MakeTicket,Dian,complete,2022-02-17,20:09
774,657,Survey,John,complete,2022-02-18,19:11
775,486,ReadyInformClient,System,complete,2022-02-19,12:49
776,123,RepairReady,System,complete,2022-02-20,10:24
777,673,ArrangeSurvey,Monica,complete,2022-02-21,6:41
779,764,TicketReady,System,complete,2022-02-23,4:17
780,427,Survey,Jacky,complete,2022-02-24,14:23
781,181,RepairReady,System,complete,2022-02-25,5:28
782,330,FirstContact,Monica,complete,2022-02-26,21:47
783,688,SendTicketToFinAdmin,System,complete,2022-02-27,13:01
784,619,RepairReady,System,complete,2022-02-28,10:08
785,981,TicketReady,System,complete,2022-03-01,19:10
786,326,RepairReady,System,complete,2022-03-02,23:01
789,398,RepairReady,System,complete,2022-03-05,21:43
790,493,InternRepair,Jacky,complete,2022-03-06,13:07
791,630,MakeTicket,Dian,complete,2022-03-07,15:34
793,273,FirstContact,Dian,complete,2022-03-09,3:38
794,704,RepairReady,System,complete,2022-03-10,1:59
797,292,RepairReady,System,complete,2022-03-13,0:22
798,168,RepairReady,System,complete,2022-03-14,18:49
799,347,InformClientSurvey,System,complete,2022-03-15,15:15
800,653,ArrangeSurvey,Dian,complete,2022-03-16,15:07
801,820,ArrangeSurvey,Dian,complete,2022-03-17,14:25
802,627,Survey,Edd,complete,2022-03-18,8:50
804,761,FirstContact,Monica,complete,2022-03-20,16:17
805,37,InternRepair,John,complete,2022-03-21,16:40
806,383,ReadyInformClient,System,complete,2022-03-22,20:00
808,30,ArrangeSurvey,Monica,complete,2022-03-24,3:24
809,39,ReadyInformClient,System,complete,2022-03-25,17:21
810,527,TicketReady,System,complete,2022-03-26,16:16
811,279,ArrangeSurvey,Monica,complete,2022-03-27,8:50
812,215,TicketReady,System,complete,2022-03-28,19:24
813,83,ReadyInformClient,System,complete,2022-03-29,20:17
814,543,ArrangeSurvey,Monica,complete,2022-03-30,1:52
816,207,ImmediateRepair,Anne,complete,2022-04-01,21:32
818,77,MakeTicket,Monica,complete,2022-04-03,7:11
819,793,InternRepair,Cindy,complete,2022-04-04,23:32
820,149,ReadyInformClient,System,complete,2022-04-05,18:38
821,271,Survey,Jacky,complete,2022-04-06,8:57
823,989,ReadyInformClient,System,complete,2022-04-08,23:14
824,242,FirstContact,Monica,complete,2022-04-09,4:56
826,928,InformClientSurvey,System,complete,2022-04-11,7:31
827,810,FirstContact,Dian,complete,2022-04-12,22:11
829,344,InternRepair,Paul,complete,2022-04-14,6:42
830,589,ReadyInformClient,System,complete,2022-04-15,16:30
832,600,SendTicketToFinAdmin,System,complete,2022-04-17,3:08
834,601,SendTicketToFinAdmin,System,complete,2022-04-19,6:13
835,441,InformClientSurvey,System,complete,2022-04-20,10:43
836,970,InternRepair,Cindy,complete,2022-04-21,9:52
837,359,MakeTicket,Dian,complete,2022-04-22,19:56
838,925,FirstContact,Monica,complete,2022-04-23,13:20
839,18,SendTicketToFinAdmin,System,complete,2022-04-24,11:32
840,73,InternRepair,Cindy,complete,2022-04-25,11:53
841,129,Survey,Barbara,complete,2022-04-26,16:25
842,166,ReadyInformClient,System,complete,2022-04-27,18:46
844,109,ReadyInformClient,System,complete,2022-04-29,14:17
845,206,SendTicketToFinAdmin,System,complete,2022-04-30,0:49
848,532,RepairReady,System,complete,2022-05-03,7:34
849,458,ReadyInformClient,System,complete,2022-05-04,23:03
850,736,ArrangeSurvey,Monica,complete,2022-05-05,12:37
851,249,ImmediateRepair,Anne,complete,2022-05-06,22:44
852,986,MakeTicket,Dian,complete,2022-05-07,10:24
853,716,SendTicketToFinAdmin,System,complete,2022-05-08,6:50
854,878,MakeTicket,Monica,complete,2022-05-09,4:56
855,90,InformClientSurvey,System,complete,2022-05-10,10:19
856,304,TicketReady,System,complete,2022-05-11,20:00
857,264,FirstContact,Monica,complete,2022-05-12,6:42
858,87,MakeTicket,Dian,complete,2022-05-13,21:05
860,992,ReadyInformClient,System,complete,1970-01-07,7:13
861,279,Survey,Cindy,complete,1970-01-03,6:44
862,649,InformClientSurvey,System,complete,1970-01-02,4:20
864,669,TicketReady,System,complete,1970-01-06,6:06
865,914,Survey,Edd,complete,1970-01-09,3:03
866,778,Survey,Cindy,complete,1970-01-16,19:52
867,935,FirstContact,Monica,complete,1970-01-02,10:43
868,167,InternRepair,Eric,complete,1970-01-04,9:25
869,772,FirstContact,Monica,complete,1970-01-08,6:42
870,170,TicketReady,System,complete,1970-01-07,16:26
871,923,TicketReady,System,complete,1970-01-04,10:47
872,701,RepairReady,System,complete,1970-01-05,7:13
874,186,FirstContact,Monica,complete,1970-01-05,7:55
875,150,RepairReady,System,complete,1970-01-08,21:40
876,830,ArrangeSurvey,Dian,complete,1970-01-07,15:58
877,376,FirstContact,Monica,complete,1970-01-01,19:56
881,256,RepairReady,System,complete,1970-01-09,19:33
883,626,RepairReady,System,complete,1970-01-03,18:13
884,440,ArrangeSurvey,Monica,complete,1970-01-03,23:09
885,848,FirstContact,Monica,complete,1970-01-01,16:27
887,760,FirstContact,Monica,complete,1970-01-05,0:27
888,733,TicketReady,System,complete,1970-01-09,5:32
889,867,SendTicketToFinAdmin,System,complete,1970-01-10,22:48
891,748,Survey,Cindy,complete,1970-01-08,11:17
892,909,RepairReady,System,complete,1970-01-02,6:31
893,108,RepairReady,System,complete,1970-01-03,21:40
894,217,RepairReady,System,complete,1970-01-04,9:59
895,708,RepairReady,System,complete,1970-01-04,11:54
898,682,InformClientSurvey,System,complete,1970-01-07,10:28
899,952,TicketReady,System,complete,1970-01-03,2:25
900,124,FirstContact,Monica,complete,1970-01-04,6:48
901,865,InternRepair,Cindy,complete,1970-01-06,23:36
903,954,InternRepair,Cindy,complete,1970-01-05,8:33
904,713,ArrangeSurvey,Dian,complete,1970-01-04,17:08
905,232,InformClientSurvey,System,complete,1970-01-05,11:32
906,152,Survey,Cindy,complete,1970-01-06,6:34
907,365,SendTicketToFinAdmin,System,complete,1970-01-19,4:36
908,411,InformClientSurvey,System,complete,1970-01-01,12:15
910,192,ReadyInformClient,System,complete,1970-01-04,4:11
911,912,Survey,Barbara,complete,1970-01-09,18:15
913,222,ArrangeSurvey,Monica,complete,1970-01-08,5:59
914,463,InformClientSurvey,System,complete,1970-01-02,15:37
915,828,SendTicketToFinAdmin,System,complete,1970-01-10,11:04
916,329,FirstContact,Monica,complete,1970-01-05,10:17
917,28,ReadyInformClient,System,complete,1970-01-06,14:39
918,755,Survey,Jacky,complete,1970-01-11,11:07
919,529,MakeTicket,Dian,complete,1970-01-03,5:40
920,779,TicketReady,System,complete,1970-01-03,5:34
922,894,ReadyInformClient,System,complete,1970-01-06,11:13
923,551,ReadyInformClient,System,complete,1970-01-10,14:41
924,247,ArrangeSurvey,Dian,complete,1970-01-01,13:37
925,632,Survey,Anne,complete,1970-01-03,10:18
926,763,SendTicketToFinAdmin,System,complete,1970-01-01,14:22
928,494,InformClientSurvey,System,complete,1970-01-02,22:30
929,511,TicketReady,System,complete,1970-01-15,10:04
930,658,TicketReady,System,complete,1970-01-20,5:51
931,93,InformClientSurvey,System,complete,1970-01-06,18:28
932,140,ReadyInformClient,System,complete,1970-01-14,7:24
933,695,TicketReady,System,complete,1970-01-04,22:13
935,354,InternRepair,Ben,complete,1970-01-07,8:27
936,851,InformClientSurvey,System,complete,1970-01-07,16:41
937,851,FirstContact,Monica,complete,1970-01-07,16:33
938,71,RepairReady,System,complete,1970-01-06,18:31
939,365,TicketReady,System,complete,1970-01-19,4:36
940,524,RepairReady,System,complete,1970-01-15,18:11
941,192,Survey,Barbara,complete,1970-01-04,0:25
942,336,Survey,Jacky,complete,1970-01-03,3:03
944,494,SendTicketToFinAdmin,System,complete,1970-01-03,10:02
947,411,FirstContact,Monica,complete,1970-01-01,12:07
948,969,Survey,Paul,complete,1970-01-14,2:44
949,668,InternRepair,Edd,complete,1970-01-03,7:11
950,713,Survey,Paul,complete,1970-01-13,4:30
952,71,ArrangeSurvey,Dian,complete,1970-01-03,20:11
953,735,ArrangeSurvey,Dian,complete,1970-01-04,7:57
954,277,InformClientSurvey,System,complete,1970-01-08,12:10
956,543,ReadyInformClient,System,complete,1970-01-05,18:01
959,284,SendTicketToFinAdmin,System,complete,1970-01-10,3:08
960,847,RepairReady,System,complete,1970-01-11,4:32
961,740,RepairReady,System,complete,1970-01-14,6:07
962,808,MakeTicket,Dian,complete,1970-01-03,0:51
964,373,InternRepair,Anne,complete,1970-01-13,13:25
966,280,FirstContact,Dian,complete,1970-01-05,23:07
967,10,MakeTicket,Monica,complete,1970-01-08,4:25
969,45,ArrangeSurvey,Monica,complete,1970-01-05,7:25
972,944,InternRepair,Edd,complete,1970-01-17,2:32
974,246,TicketReady,System,complete,1970-01-06,13:22
975,713,FirstContact,Dian,complete,1970-01-04,17:00
976,789,MakeTicket,Monica,complete,1970-01-02,5:14
977,587,Survey,Barbara,complete,1970-01-01,17:58
978,455,MakeTicket,Monica,complete,1970-01-03,7:34
980,869,InformClientSurvey,System,complete,1970-01-04,12:10
981,912,ArrangeSurvey,Dian,complete,1970-01-06,20:28
982,583,ReadyInformClient,System,complete,1970-01-03,7:33
983,787,Survey,Ben,complete,1970-01-03,14:32
984,636,InformClientSurvey,System,complete,1970-01-02,10:08
985,624,SendTicketToFinAdmin,System,complete,1970-01-02,6:22
986,529,Survey,Cindy,complete,1970-01-07,6:05
987,536,ArrangeSurvey,Monica,complete,1970-01-04,8:54
990,7,FirstContact,Monica,complete,1970-01-07,9:21
992,670,TicketReady,System,complete,1970-01-12,7:46
993,876,TicketReady,System,complete,1970-01-11,2:02
994,827,FirstContact,Monica,complete,1970-01-04,6:29
996,892,InformClientSurvey,System,complete,1970-01-03,2:25
997,293,ReadyInformClient,System,complete,1970-01-06,7:43
998,495,RepairReady,System,complete,1970-01-05,22:42
999,788,FirstContact,Monica,complete,1970-01-04,7:26
1000,389,TicketReady,System,complete,1970-01-05,12:20
1001,408,InternRepair,Cindy,complete,1970-01-08,10:22
1002,853,ArrangeSurvey,Dian,complete,1970-01-06,22:23
1003,949,RepairReady,System,complete,1970-01-07,17:57
1004,511,MakeTicket,Monica,complete,1970-01-03,23:32
1006,256,FirstContact,Monica,complete,1970-01-07,15:59
1007,845,Survey,Anne,complete,1970-01-03,12:40
1008,569,RepairReady,System,complete,1970-01-14,7:09
1009,926,ReadyInformClient,System,complete,1970-01-12,11:06
1010,350,ImmediateRepair,Anne,complete,1970-01-11,19:00
1011,333,TicketReady,System,complete,1970-01-13,8:45
1013,512,InternRepair,Jacky,complete,1970-01-11,4:14
1015,759,TicketReady,System,complete,1970-01-09,7:28
1016,892,TicketReady,System,complete,1970-01-03,11:34
1019,875,Survey,Anne,complete,1970-01-13,3:51
1020,573,FirstContact,Dian,complete,1970-01-04,9:52
1021,179,SendTicketToFinAdmin,System,complete,1970-01-16,13:09
1022,944,Survey,Paul,complete,1970-01-13,15:53
1023,116,ArrangeSurvey,Monica,complete,1970-01-02,17:40
1024,704,ArrangeSurvey,Monica,complete,1970-01-05,2:02
1025,679,RepairReady,System,complete,1970-01-16,1:47
1026,771,SendTicketToFinAdmin,System,complete,1970-01-18,23:03
1027,808,RepairReady,System,complete,1970-01-08,22:52
1028,987,ReadyInformClient,System,complete,1970-01-03,13:18
1029,837,InternRepair,Edd,complete,1970-01-02,23:13
1030,173,ReadyInformClient,System,complete,1970-01-09,2:47
1031,148,TicketReady,System,complete,1970-01-05,11:50
1032,528,FirstContact,Monica,complete,1970-01-01,13:48
1033,525,MakeTicket,Dian,complete,1970-01-02,12:27
1034,937,InformClientSurvey,System,complete,1970-01-03,21:36
1035,909,ArrangeSurvey,Dian,complete,1970-01-02,0:49
1037,904,Survey,Paul,complete,1970-01-10,5:11
1039,414,MakeTicket,Dian,complete,1970-01-05,4:29
1040,764,RepairReady,System,complete,1970-01-04,1:28
1041,174,Survey,Eric,complete,1970-01-07,16:42
1042,227,Survey,Edd,complete,1970-01-09,12:27
1045,199,FirstContact,Monica,complete,1970-01-06,17:31
1046,458,MakeTicket,Dian,complete,1970-01-07,9:11
1047,24,MakeTicket,Dian,complete,1970-01-07,5:46
1049,811,RepairReady,System,complete,1970-01-12,10:52
1051,446,InformClientWrongPlace,Monica,complete,1970-01-05,4:36
1052,875,ArrangeSurvey,Monica,complete,1970-01-05,7:19
1054,135,FirstContact,Monica,complete,1970-01-05,6:22
1056,552,InformClientSurvey,System,complete,1970-01-06,4:29
1058,298,ImmediateRepair,Jacky,complete,1970-01-08,4:31
1059,235,SendTicketToFinAdmin,System,complete,1970-01-14,18:22
1060,944,SendTicketToFinAdmin,System,complete,1970-01-17,9:00
1061,431,SendTicketToFinAdmin,System,complete,1970-01-06,1:06
1062,644,InformClientSurvey,System,complete,1970-01-05,4:46
1063,936,FirstContact,Monica,complete,1970-01-02,16:49
1064,857,InternRepair,Ben,complete,1970-01-05,2:41
1066,540,FirstContact,Monica,complete,1970-01-01,11:05
1068,640,InformClientSurvey,System,complete,1970-01-02,0:34
1071,767,RepairReady,System,complete,1970-01-09,9:31
1072,929,TicketReady,System,complete,1970-01-18,8:46
1073,2,MakeTicket,Dian,complete,1970-01-08,5:21
1075,874,ArrangeSurvey,Dian,complete,1970-01-08,4:50
1076,203,InformClientSurvey,System,complete,1970-01-05,4:26
1077,754,ArrangeSurvey,Dian,complete,1970-01-08,0:45
1078,113,ReadyInformClient,System,complete,1970-01-07,7:13
1079,916,SendTicketToFinAdmin,System,complete,1970-01-05,0:28
1080,787,MakeTicket,Monica,complete,1970-01-03,14:14
1081,153,TicketReady,System,complete,1970-01-07,8:15
1082,379,FirstContact,Dian,complete,1970-01-01,19:16
1084,334,Survey,Edd,complete,1970-01-13,2:37
1086,182,FirstContact,Monica,complete,1970-01-02,12:11
1088,237,SendTicketToFinAdmin,System,complete,1970-01-14,12:16
1090,849,Survey,Ben,complete,1970-01-07,0:03
1091,282,ArrangeSurvey,Monica,complete,1970-01-01,21:43
1092,964,TicketReady,System,complete,1970-01-15,0:23
1093,748,InformClientSurvey,System,complete,1970-01-08,7:16
1094,399,FirstContact,Dian,complete,1970-01-05,19:11
1095,927,FirstContact,Monica,complete,1970-01-05,18:36
1096,479,TicketReady,System,complete,1970-01-02,17:25
1099,938,ReadyInformClient,System,complete,1970-01-04,3:31
1100,118,RepairReady,System,complete,1970-01-07,7:05
1101,603,ReadyInformClient,System,complete,1970-01-12,17:32
1102,241,ArrangeSurvey,Dian,complete,1970-01-04,4:07
1103,334,SendTicketToFinAdmin,System,complete,1970-01-18,12:12
1104,791,TicketReady,System,complete,1970-01-06,22:56
1105,185,ArrangeSurvey,Monica,complete,1970-01-06,10:58
1106,505,InformClientSurvey,System,complete,1970-01-07,15:09
1107,921,SendTicketToFinAdmin,System,complete,1970-01-03,6:26
1108,551,TicketReady,System,complete,1970-01-10,18:00
1109,462,ArrangeSurvey,Monica,complete,1970-01-06,5:07
1110,257,ReadyInformClient,System,complete,1970-01-04,7:46
1111,778,TicketReady,System,complete,1970-01-18,16:25
1112,646,InformClientSurvey,System,complete,1970-01-07,5:12
1113,359,Survey,Paul,complete,1970-01-09,7:27
1114,123,SendTicketToFinAdmin,System,complete,1970-01-10,13:53
1116,941,ArrangeSurvey,Monica,complete,1970-01-06,14:53
1117,421,MakeTicket,Dian,complete,1970-01-02,5:46
1118,167,ReadyInformClient,System,complete,1970-01-04,14:57
1119,866,FirstContact,Dian,complete,1970-01-05,9:47
1120,777,SendTicketToFinAdmin,System,complete,1970-01-15,19:36
1121,64,TicketReady,System,complete,1970-01-12,15:48
1122,709,InformClientSurvey,System,complete,1970-01-06,12:21
1123,8,MakeTicket,Monica,complete,1970-01-07,5:55
1124,594,MakeTicket,Monica,complete,1970-01-04,12:34
1126,662,Survey,Jacky,complete,1970-01-02,1:04
1127,338,Survey,John,complete,1970-01-10,7:08
1130,345,RepairReady,System,complete,1970-01-13,10:10
1131,700,SendTicketToFinAdmin,System,complete,1970-01-08,16:56
1133,798,InformClientSurvey,System,complete,1970-01-05,19:40
1134,78,Survey,Barbara,complete,1970-01-09,8:00
1135,53,InternRepair,Edd,complete,1970-01-04,10:07
1136,275,RepairReady,System,complete,1970-01-11,12:58
1138,192,MakeTicket,Monica,complete,1970-01-03,17:09
1139,627,MakeTicket,Dian,complete,1970-01-05,17:45
1140,57,TicketReady,System,complete,1970-01-18,9:18
1142,628,ReadyInformClient,System,complete,1970-01-13,12:59
1143,319,ReadyInformClient,System,complete,1970-01-17,2:47
1145,564,InternRepair,Paul,complete,1970-01-10,8:47
1147,282,TicketReady,System,complete,1970-01-11,9:55
1148,838,RepairReady,System,complete,1970-01-06,4:49
1149,691,TicketReady,System,complete,1970-01-14,20:38
1150,710,FirstContact,Dian,complete,1970-01-08,0:59
1154,757,RepairReady,System,complete,1970-01-09,5:16
1155,188,Survey,Jacky,complete,1970-01-07,2:09
1156,576,FirstContact,Dian,complete,1970-01-02,3:18
